0.00.003.988 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.004.179 I srv          init: The UI is disabled
0.00.004.203 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.005.731 I srv    load_model: loading model '/home/user/tools/models/qwen2.5-1.5b-instruct-q4_k_m.gguf'
0.00.649.713 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.02.096.691 I srv    load_model: initializing, n_slots = 2, n_ctx_slot = 4096, kv_unified = 'false'
0.02.103.475 I srv  llama_server: model loaded
0.02.103.508 I srv  llama_server: listening on http://127.0.0.1:18082
0.11.635.726 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
8.46.395.844 I slot      release: id  0 | task 2589 | stop processing: n_tokens = 265, truncated = 0
8.47.593.615 I slot print_timing: id  1 | task 2618 | prompt eval time =    2801.07 ms /   281 tokens (    9.97 ms per token,   100.32 tokens per second)
8.47.593.679 I slot print_timing: id  1 | task 2618 |        eval time =    5493.66 ms /    75 tokens (   73.25 ms per token,    13.65 tokens per second)
8.47.593.689 I slot print_timing: id  1 | task 2618 |       total time =    8294.73 ms /   356 tokens
8.47.593.699 I slot print_timing: id  1 | task 2618 |    graphs reused =       2590
8.47.594.044 I slot      release: id  1 | task 2618 | stop processing: n_tokens = 379, truncated = 0
9.03.709.462 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4079409946
9.03.717.271 I slot launch_slot_: id  0 | task 2698 | processing task, is_child = 0
9.07.988.244 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.186 (> 0.100 thold), f_keep = 0.063
9.07.988.433 I slot launch_slot_: id  1 | task 2723 | processing task, is_child = 0
9.11.077.215 I slot print_timing: id  0 | task 2698 | prompt eval time =    3022.03 ms /   322 tokens (    9.39 ms per token,   106.55 tokens per second)
9.11.077.253 I slot print_timing: id  0 | task 2698 |        eval time =    4326.31 ms /    50 tokens (   86.53 ms per token,    11.56 tokens per second)
9.11.077.265 I slot print_timing: id  0 | task 2698 |       total time =    7348.33 ms /   372 tokens
9.11.077.275 I slot print_timing: id  0 | task 2698 |    graphs reused =       2636
9.11.077.967 I slot      release: id  0 | task 2698 | stop processing: n_tokens = 395, truncated = 0
9.15.030.606 I slot print_timing: id  1 | task 2723 | n_decoded =    100, tg =  16.71 t/s, tg_3s =  16.71 t/s
9.15.455.134 I slot print_timing: id  1 | task 2723 | prompt eval time =    1057.95 ms /   105 tokens (   10.08 ms per token,    99.25 tokens per second)
9.15.455.169 I slot print_timing: id  1 | task 2723 |        eval time =    6408.51 ms /   108 tokens (   59.34 ms per token,    16.85 tokens per second)
9.15.455.180 I slot print_timing: id  1 | task 2723 |       total time =    7466.46 ms /   213 tokens
9.15.455.190 I slot print_timing: id  1 | task 2723 |    graphs reused =       2717
9.15.455.660 I slot      release: id  1 | task 2723 | stop processing: n_tokens = 236, truncated = 0
9.16.736.244 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4104092071
9.16.744.637 I slot launch_slot_: id  0 | task 2832 | processing task, is_child = 0
9.24.472.544 I slot print_timing: id  0 | task 2832 | n_decoded =    100, tg =  18.32 t/s, tg_3s =  18.32 t/s
9.24.756.578 I slot print_timing: id  0 | task 2832 | prompt eval time =    2264.10 ms /   223 tokens (   10.15 ms per token,    98.49 tokens per second)
9.24.756.610 I slot print_timing: id  0 | task 2832 |        eval time =    5743.12 ms /   105 tokens (   54.70 ms per token,    18.28 tokens per second)
9.24.756.611 I slot print_timing: id  0 | task 2832 |       total time =    8007.21 ms /   328 tokens
9.24.756.613 I slot print_timing: id  0 | task 2832 |    graphs reused =       2819
9.24.756.874 I slot      release: id  0 | task 2832 | stop processing: n_tokens = 351, truncated = 0
9.26.374.005 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4108469761
9.26.374.213 I slot launch_slot_: id  1 | task 2938 | processing task, is_child = 0
9.34.867.956 I slot print_timing: id  1 | task 2938 | n_decoded =    100, tg =  18.31 t/s, tg_3s =  18.31 t/s
9.35.030.022 I slot print_timing: id  1 | task 2938 | prompt eval time =    3021.34 ms /   316 tokens (    9.56 ms per token,   104.59 tokens per second)
9.35.030.091 I slot print_timing: id  1 | task 2938 |        eval time =    5624.08 ms /   103 tokens (   54.60 ms per token,    18.31 tokens per second)
9.35.030.103 I slot print_timing: id  1 | task 2938 |       total time =    8645.42 ms /   419 tokens
9.35.030.114 I slot print_timing: id  1 | task 2938 |    graphs reused =       2920
9.35.030.422 I slot      release: id  1 | task 2938 | stop processing: n_tokens = 442, truncated = 0
9.42.043.282 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.209 (> 0.100 thold), f_keep = 0.068
9.42.043.595 I slot launch_slot_: id  0 | task 3042 | processing task, is_child = 0
9.46.814.090 I slot print_timing: id  0 | task 3042 | prompt eval time =     943.00 ms /    91 tokens (   10.36 ms per token,    96.50 tokens per second)
9.46.814.097 I slot print_timing: id  0 | task 3042 |        eval time =    3814.24 ms /    73 tokens (   52.25 ms per token,    19.14 tokens per second)
9.46.814.099 I slot print_timing: id  0 | task 3042 |       total time =    4757.24 ms /   164 tokens
9.46.814.100 I slot print_timing: id  0 | task 3042 |    graphs reused =       2991
9.46.814.140 I slot      release: id  0 | task 3042 | stop processing: n_tokens = 187, truncated = 0
9.47.269.512 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4128044522
9.47.269.745 I slot launch_slot_: id  1 | task 3116 | processing task, is_child = 0
9.54.542.919 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.121 (> 0.100 thold), f_keep = 0.128
9.54.543.128 I slot launch_slot_: id  0 | task 3198 | processing task, is_child = 0
9.56.384.381 I slot print_timing: id  1 | task 3116 | prompt eval time =    2889.14 ms /   299 tokens (    9.66 ms per token,   103.49 tokens per second)
9.56.384.427 I slot print_timing: id  1 | task 3116 |        eval time =    6220.40 ms /    83 tokens (   74.94 ms per token,    13.34 tokens per second)
9.56.384.437 I slot print_timing: id  1 | task 3116 |       total time =    9109.55 ms /   382 tokens
9.56.384.446 I slot print_timing: id  1 | task 3116 |    graphs reused =       3071
9.56.385.061 I slot      release: id  1 | task 3116 | stop processing: n_tokens = 405, truncated = 0
9.57.763.391 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 4149399163
9.57.774.009 I slot launch_slot_: id  1 | task 3226 | processing task, is_child = 0
10.06.414.271 I slot print_timing: id  0 | task 3198 | prompt eval time =    1758.95 ms /   175 tokens (   10.05 ms per token,    99.49 tokens per second)
10.06.414.330 I slot print_timing: id  0 | task 3198 |        eval time =   10112.05 ms /    94 tokens (  107.58 ms per token,     9.30 tokens per second)
10.06.414.342 I slot print_timing: id  0 | task 3198 |       total time =   11871.00 ms /   269 tokens
10.06.414.353 I slot print_timing: id  0 | task 3198 |    graphs reused =       3160
10.06.415.046 I slot      release: id  0 | task 3198 | stop processing: n_tokens = 292, truncated = 0
10.08.321.375 I slot print_timing: id  1 | task 3226 | n_decoded =    100, tg =  13.26 t/s, tg_3s =  13.25 t/s
10.11.322.304 I slot print_timing: id  1 | task 3226 | n_decoded =    153, tg =  14.51 t/s, tg_3s =  17.66 t/s
10.14.339.962 I slot print_timing: id  1 | task 3226 | n_decoded =    206, tg =  15.19 t/s, tg_3s =  17.56 t/s
10.17.395.644 I slot print_timing: id  1 | task 3226 | n_decoded =    259, tg =  15.59 t/s, tg_3s =  17.34 t/s
10.17.696.501 I slot print_timing: id  1 | task 3226 | prompt eval time =    3002.84 ms /   295 tokens (   10.18 ms per token,    98.24 tokens per second)
10.17.696.580 I slot print_timing: id  1 | task 3226 |        eval time =   16919.26 ms /   264 tokens (   64.09 ms per token,    15.60 tokens per second)
10.17.696.591 I slot print_timing: id  1 | task 3226 |       total time =   19922.09 ms /   559 tokens
10.17.696.603 I slot print_timing: id  1 | task 3226 |    graphs reused =       3355
10.17.700.801 I slot      release: id  1 | task 3226 | stop processing: n_tokens = 583, truncated = 0
10.17.724.402 I srv    operator(): operator(): cleaning up before exit...
